ID_VENTA,FECHA,NÂ°,NOMBRE,CANTIDAD,PRECIO,TOTAL,TIPO_PAGO,TIPO_PAGO_DETALLE,ORIGEN
2884,2026-01-15,87,GIN BOTICARIO FRUTOS ROJOS,1,92,92,Efectivo,Efectivo,MIGRACION_BASE
2883,2026-01-15,83,RUSSKAYA VERDE 750ML,2,28,56,Efectivo,Efectivo,MIGRACION_BASE
2882,2026-01-15,78,SMIRNOFF TAMARINDO,1,40,40,Efectivo,Efectivo,MIGRACION_BASE
2881,2026-01-15,75,SMIRNOFF MANZANA,1,38,38,Efectivo,Efectivo,MIGRACION_BASE
2880,2026-01-15,37,CARTAVIO CHATA 250 ML,2,12,24,Efectivo,Efectivo,MIGRACION_BASE
2879,2026-01-15,36,CARTAVIO PETACA 125ML,2,6.5,13,Efectivo,Efectivo,MIGRACION_BASE
2878,2026-01-15,35,CARTAVIO BLACK 750 ML,2,27,54,Efectivo,Efectivo,MIGRACION_BASE
2877,2026-01-15,26,JACK DANIELS DORADO HONEY,1,89,89,Efectivo,Efectivo,MIGRACION_BASE
2876,2026-01-15,1,Vino Señorio Najar,1,20,20,Efectivo,Efectivo,MIGRACION_BASE
2875,2026-01-14,152,BOLSA DE REGALO,2,3,6,Efectivo,Efectivo,MIGRACION_BASE
2874,2026-01-14,151,ENCENDEDOR,1,1,1,Efectivo,Efectivo,MIGRACION_BASE
2873,2026-01-14,149,CIGARROS ESSE (UNIDAD),5,15,75,Efectivo,Efectivo,MIGRACION_BASE
2872,2026-01-14,148,CIGARROS PALL MAL (UNIDAD),4,17,68,Efectivo,Efectivo,MIGRACION_BASE
2871,2026-01-14,146,CIGARROS LUCKY 20 UNI (UNIDAD),7,26,182,Efectivo,Efectivo,MIGRACION_BASE
2870,2026-01-14,144,HIELO,1,5,5,Efectivo,Efectivo,MIGRACION_BASE
2869,2026-01-14,138,TRIDENT,1,1.5,1.5,Efectivo,Efectivo,MIGRACION_BASE
2868,2026-01-14,136,360 ENERGIZANTE,1,2.5,2.5,Efectivo,Efectivo,MIGRACION_BASE
2867,2026-01-14,130,SPRITE 2.5L,1,8,8,Efectivo,Efectivo,MIGRACION_BASE
2866,2026-01-14,122,AGUA CIELO 1L,1,2.5,2.5,Efectivo,Efectivo,MIGRACION_BASE
2865,2026-01-14,120,AGUA SAN LUIS 2.5L,1,4,4,Efectivo,Efectivo,MIGRACION_BASE
2864,2026-01-14,118,COCA 600 ML,3,3.5,10.5,Efectivo,Efectivo,MIGRACION_BASE
2863,2026-01-14,103,CUSQUEÑA LATASA TRIGO,8,6,48,Efectivo,Efectivo,MIGRACION_BASE
2862,2026-01-14,99,TABERNERO SOUR,2,21,42,Efectivo,Efectivo,MIGRACION_BASE
2861,2026-01-14,98,MIKES UNI,6,6.5,39,Efectivo,Efectivo,MIGRACION_BASE
2860,2026-01-14,40,CARTAVIO SELECTO 750ML,1,32,32,Efectivo,Efectivo,MIGRACION_BASE
2859,2026-01-14,37,CARTAVIO CHATA 250 ML,3,12,36,Efectivo,Efectivo,MIGRACION_BASE
2858,2026-01-14,35,CARTAVIO BLACK 750 ML,1,27,27,Efectivo,Efectivo,MIGRACION_BASE
2857,2026-01-14,28,JACK DANIELS VERDE,1,92,92,Efectivo,Efectivo,MIGRACION_BASE
2856,2026-01-12,148,CIGARROS PALL MAL (UNIDAD),7,17,119,Efectivo,Efectivo,MIGRACION_BASE
2855,2026-01-12,146,CIGARROS LUCKY 20 UNI (UNIDAD),3,26,78,Efectivo,Efectivo,MIGRACION_BASE
2854,2026-01-12,141,CERVEZA AREQUIPEÑA 620ML CAJ,3,7,21,Efectivo,Efectivo,MIGRACION_BASE
2853,2026-01-12,140,CERVEZA PILSEN 620ML CA,3,7,21,Efectivo,Efectivo,MIGRACION_BASE
2852,2026-01-12,139,HALLS,1,1.5,1.5,Efectivo,Efectivo,MIGRACION_BASE
2851,2026-01-12,138,TRIDENT,2,1.5,3,Efectivo,Efectivo,MIGRACION_BASE
2850,2026-01-12,137,PIQUEO,1,2.5,2.5,Efectivo,Efectivo,MIGRACION_BASE
2849,2026-01-12,132,"GUARANA 2,5L",1,6,6,Efectivo,Efectivo,MIGRACION_BASE
2848,2026-01-12,126,AGUA SOCOSANI 1.5L,1,4,4,Efectivo,Efectivo,MIGRACION_BASE
2847,2026-01-12,124,AGUA CIELO 600 ML,1,1.5,1.5,Efectivo,Efectivo,MIGRACION_BASE
2846,2026-01-12,123,"AGUA CIELO 2,5L",1,4,4,Efectivo,Efectivo,MIGRACION_BASE
2845,2026-01-12,122,AGUA CIELO 1L,1,2.5,2.5,Efectivo,Efectivo,MIGRACION_BASE
2844,2026-01-12,119,INKA 600 ML,1,3.5,3.5,Efectivo,Efectivo,MIGRACION_BASE
2843,2026-01-12,115,COCA COLA 2.5L UNI,2,10,20,Efectivo,Efectivo,MIGRACION_BASE
2842,2026-01-12,103,CUSQUEÑA LATASA TRIGO,14,6,84,Efectivo,Efectivo,MIGRACION_BASE
2841,2026-01-12,101,PILSEN LATASA UNIDAD,6,6,36,Efectivo,Efectivo,MIGRACION_BASE
2840,2026-01-12,98,MIKES UNI,3,6.5,19.5,Efectivo,Efectivo,MIGRACION_BASE
2839,2026-01-12,46,FLOR DE CAÑA 5 AÑOS 1L,1,50,50,Efectivo,Efectivo,MIGRACION_BASE
2838,2026-01-12,35,CARTAVIO BLACK 750 ML,1,27,27,Efectivo,Efectivo,MIGRACION_BASE
2837,2026-01-12,28,JACK DANIELS VERDE,1,92,92,Efectivo,Efectivo,MIGRACION_BASE
2836,2026-01-12,23,BALLANTINES,1,50,50,Efectivo,Efectivo,MIGRACION_BASE
2835,2026-01-12,10,Vino Mistela,1,12,12,Efectivo,Efectivo,MIGRACION_BASE
2834,2026-01-12,8,Vino Tabernero rose,1,20,20,Efectivo,Efectivo,MIGRACION_BASE
2833,2026-01-11,151,ENCENDEDOR,4,1,4,Efectivo,Efectivo,MIGRACION_BASE
2832,2026-01-11,150,CIGARROS GOLDEN CAJAS (- 2uni),4,4,16,Efectivo,Efectivo,MIGRACION_BASE
2831,2026-01-11,149,CIGARROS ESSE (UNIDAD),5,15,75,Efectivo,Efectivo,MIGRACION_BASE
2830,2026-01-11,146,CIGARROS LUCKY 20 UNI (UNIDAD),18,26,468,Efectivo,Efectivo,MIGRACION_BASE
2829,2026-01-11,140,CERVEZA PILSEN 620ML CA,9,7,63,Efectivo,Efectivo,MIGRACION_BASE
2828,2026-01-11,139,HALLS,1,1.5,1.5,Efectivo,Efectivo,MIGRACION_BASE
2827,2026-01-11,138,TRIDENT,1,1.5,1.5,Efectivo,Efectivo,MIGRACION_BASE
2826,2026-01-11,137,PIQUEO,2,2.5,5,Efectivo,Efectivo,MIGRACION_BASE
2825,2026-01-11,134,GATORADE,2,2.5,5,Efectivo,Efectivo,MIGRACION_BASE
2824,2026-01-11,129,AGUA TONICA EVERVESS,1,7.5,7.5,Efectivo,Efectivo,MIGRACION_BASE
2823,2026-01-11,128,GINGER EVERVESS,2,6.5,13,Efectivo,Efectivo,MIGRACION_BASE
2822,2026-01-11,127,TAMPICO 3L,1,8,8,Efectivo,Efectivo,MIGRACION_BASE
2821,2026-01-11,124,AGUA CIELO 600 ML,3,1.5,4.5,Efectivo,Efectivo,MIGRACION_BASE
2820,2026-01-11,123,"AGUA CIELO 2,5L",1,4,4,Efectivo,Efectivo,MIGRACION_BASE
2819,2026-01-11,118,COCA 600 ML,1,3.5,3.5,Efectivo,Efectivo,MIGRACION_BASE
2818,2026-01-11,117,COCA COLA 1L,1,5.5,5.5,Efectivo,Efectivo,MIGRACION_BASE
2817,2026-01-11,115,COCA COLA 2.5L UNI,2,10,20,Efectivo,Efectivo,MIGRACION_BASE
2816,2026-01-11,112,JUGO DEL VALLE UNI 1L,1,6,6,Efectivo,Efectivo,MIGRACION_BASE
2815,2026-01-11,111,TRES CRUCES UNI,2,4.5,9,Efectivo,Efectivo,MIGRACION_BASE
2814,2026-01-11,102,PILSEN LATA 325ML PEQUEÑA,18,5,90,Efectivo,Efectivo,MIGRACION_BASE
2813,2026-01-11,101,PILSEN LATASA UNIDAD,22,6,132,Efectivo,Efectivo,MIGRACION_BASE
2812,2026-01-11,100,HITT 700ML,1,13.5,13.5,Efectivo,Efectivo,MIGRACION_BASE
2811,2026-01-11,97,FOUR LOKO UNI,8,12,96,Efectivo,Efectivo,MIGRACION_BASE
2810,2026-01-11,96,SPARK,2,0,0,Efectivo,Efectivo,MIGRACION_BASE
2809,2026-01-11,92,BAILEYS,1,62,62,Efectivo,Efectivo,MIGRACION_BASE
2808,2026-01-11,90,JAGER 700ML,1,0,0,Efectivo,Efectivo,MIGRACION_BASE
2807,2026-01-11,74,SMIRNOFF NEUTRO,1,35,35,Efectivo,Efectivo,MIGRACION_BASE
2806,2026-01-11,60,PISCO TABERNERO ACHOLADO,1,36,36,Efectivo,Efectivo,MIGRACION_BASE
2805,2026-01-11,45,FLOR DE CAÑA 4 AÑOS 1L,1,45,45,Efectivo,Efectivo,MIGRACION_BASE
2804,2026-01-11,35,CARTAVIO BLACK 750 ML,2,27,54,Efectivo,Efectivo,MIGRACION_BASE
2803,2026-01-11,5,Vino Queirolo borgoña,2,19,38,Efectivo,Efectivo,MIGRACION_BASE
2802,2026-01-11,1,Vino Señorio Najar,1,20,20,Efectivo,Efectivo,MIGRACION_BASE
2801,2026-01-10,150,CIGARROS GOLDEN CAJAS (- 2uni),1,4,4,Efectivo,Efectivo,MIGRACION_BASE
2800,2026-01-10,148,CIGARROS PALL MAL (UNIDAD),1,17,17,Efectivo,Efectivo,MIGRACION_BASE
2799,2026-01-10,146,CIGARROS LUCKY 20 UNI (UNIDAD),5,26,130,Efectivo,Efectivo,MIGRACION_BASE
2798,2026-01-10,145,CIGARROS LUCKY 10 UNI (CAJAS),1,14,14,Efectivo,Efectivo,MIGRACION_BASE
2797,2026-01-10,144,HIELO,3,5,15,Efectivo,Efectivo,MIGRACION_BASE
2796,2026-01-10,140,CERVEZA PILSEN 620ML CA,6,7,42,Efectivo,Efectivo,MIGRACION_BASE
2795,2026-01-10,139,HALLS,1,1.5,1.5,Efectivo,Efectivo,MIGRACION_BASE
2794,2026-01-10,138,TRIDENT,1,1.5,1.5,Efectivo,Efectivo,MIGRACION_BASE
2793,2026-01-10,130,SPRITE 2.5L,1,8,8,Efectivo,Efectivo,MIGRACION_BASE
2792,2026-01-10,128,GINGER EVERVESS,2,6.5,13,Efectivo,Efectivo,MIGRACION_BASE
2791,2026-01-10,127,TAMPICO 3L,1,8,8,Efectivo,Efectivo,MIGRACION_BASE
2790,2026-01-10,124,AGUA CIELO 600 ML,1,1.5,1.5,Efectivo,Efectivo,MIGRACION_BASE
2789,2026-01-10,121,AGUA SAN LUIS 600ML,1,1.5,1.5,Efectivo,Efectivo,MIGRACION_BASE
2788,2026-01-10,120,AGUA SAN LUIS 2.5L,1,4,4,Efectivo,Efectivo,MIGRACION_BASE
2787,2026-01-10,117,COCA COLA 1L,1,5.5,5.5,Efectivo,Efectivo,MIGRACION_BASE
2786,2026-01-10,116,COCA COLA  3L. UNI,1,13,13,Efectivo,Efectivo,MIGRACION_BASE
2785,2026-01-10,115,COCA COLA 2.5L UNI,4,10,40,Efectivo,Efectivo,MIGRACION_BASE
2784,2026-01-10,111,TRES CRUCES UNI,8,4.5,36,Efectivo,Efectivo,MIGRACION_BASE
2783,2026-01-10,108,LATA CUSQUEÑA NEGRA UNI,12,5.5,66,Efectivo,Efectivo,MIGRACION_BASE
2782,2026-01-10,104,PILSEN BOTELLA PEQUEÑA UNI,6,5,30,Efectivo,Efectivo,MIGRACION_BASE
2781,2026-01-10,103,CUSQUEÑA LATASA TRIGO,12,6,72,Efectivo,Efectivo,MIGRACION_BASE
2780,2026-01-10,102,PILSEN LATA 325ML PEQUEÑA,6,5,30,Efectivo,Efectivo,MIGRACION_BASE
2779,2026-01-10,98,MIKES UNI,5,6.5,32.5,Efectivo,Efectivo,MIGRACION_BASE
2778,2026-01-10,97,FOUR LOKO UNI,7,12,84,Efectivo,Efectivo,MIGRACION_BASE
2777,2026-01-10,94,MONSTER,1,9,9,Efectivo,Efectivo,MIGRACION_BASE
2776,2026-01-10,91,JAGER 1L,2,0,0,Efectivo,Efectivo,MIGRACION_BASE
2775,2026-01-10,90,JAGER 700ML,1,0,0,Efectivo,Efectivo,MIGRACION_BASE
2774,2026-01-10,82,RUSSKAYA PINK 750 ML,3,28,84,Efectivo,Efectivo,MIGRACION_BASE
2773,2026-01-10,78,SMIRNOFF TAMARINDO,1,40,40,Efectivo,Efectivo,MIGRACION_BASE
2772,2026-01-10,75,SMIRNOFF MANZANA,2,38,76,Efectivo,Efectivo,MIGRACION_BASE
2771,2026-01-10,69,PISCO QUEIROLO ACHOLADO,1,34.5,34.5,Efectivo,Efectivo,MIGRACION_BASE
2770,2026-01-10,55,TEQUILA JOSE CUERVO BLANCO,1,62,62,Efectivo,Efectivo,MIGRACION_BASE
2769,2026-01-10,54,TEQUILA JOSE CUERVO DORADO,1,62,62,Efectivo,Efectivo,MIGRACION_BASE
2768,2026-01-10,40,CARTAVIO SELECTO 750ML,2,32,64,Efectivo,Efectivo,MIGRACION_BASE
2767,2026-01-10,38,CARTAVIO SUPERIOR 750 ML,1,27,27,Efectivo,Efectivo,MIGRACION_BASE
2766,2026-01-10,35,CARTAVIO BLACK 750 ML,2,27,54,Efectivo,Efectivo,MIGRACION_BASE
2765,2026-01-10,28,JACK DANIELS VERDE,1,92,92,Efectivo,Efectivo,MIGRACION_BASE
2764,2026-01-10,26,JACK DANIELS DORADO HONEY,1,89,89,Efectivo,Efectivo,MIGRACION_BASE
2763,2026-01-10,14,JOHNNIE WALKER RED LABEL,1,54,54,Efectivo,Efectivo,MIGRACION_BASE
2762,2026-01-10,12,Vino Cuneo 750 ml,1,12,12,Efectivo,Efectivo,MIGRACION_BASE
2761,2026-01-10,10,Vino Mistela,1,12,12,Efectivo,Efectivo,MIGRACION_BASE
2760,2026-01-09,151,ENCENDEDOR,6,1,6,Efectivo,Efectivo,MIGRACION_BASE
2759,2026-01-09,150,CIGARROS GOLDEN CAJAS (- 2uni),2,4,8,Efectivo,Efectivo,MIGRACION_BASE
2758,2026-01-09,149,CIGARROS ESSE (UNIDAD),5,15,75,Efectivo,Efectivo,MIGRACION_BASE
2757,2026-01-09,148,CIGARROS PALL MAL (UNIDAD),6,17,102,Efectivo,Efectivo,MIGRACION_BASE
2756,2026-01-09,147,MARLBORO CANELA,4,26,104,Efectivo,Efectivo,MIGRACION_BASE
2755,2026-01-09,146,CIGARROS LUCKY 20 UNI (UNIDAD),23,26,598,Efectivo,Efectivo,MIGRACION_BASE
2754,2026-01-09,144,HIELO,2,5,10,Efectivo,Efectivo,MIGRACION_BASE
2753,2026-01-09,141,CERVEZA AREQUIPEÑA 620ML CAJ,9,7,63,Efectivo,Efectivo,MIGRACION_BASE
2752,2026-01-09,140,CERVEZA PILSEN 620ML CA,4,7,28,Efectivo,Efectivo,MIGRACION_BASE
2751,2026-01-09,139,HALLS,1,1.5,1.5,Efectivo,Efectivo,MIGRACION_BASE
2750,2026-01-09,138,TRIDENT,1,1.5,1.5,Efectivo,Efectivo,MIGRACION_BASE
2749,2026-01-09,137,PIQUEO,3,2.5,7.5,Efectivo,Efectivo,MIGRACION_BASE
2748,2026-01-09,136,360 ENERGIZANTE,1,2.5,2.5,Efectivo,Efectivo,MIGRACION_BASE
2747,2026-01-09,134,GATORADE,1,2.5,2.5,Efectivo,Efectivo,MIGRACION_BASE
2746,2026-01-09,130,SPRITE 2.5L,2,8,16,Efectivo,Efectivo,MIGRACION_BASE
2745,2026-01-09,126,AGUA SOCOSANI 1.5L,1,4,4,Efectivo,Efectivo,MIGRACION_BASE
2744,2026-01-09,123,"AGUA CIELO 2,5L",7,4,28,Efectivo,Efectivo,MIGRACION_BASE
2743,2026-01-09,122,AGUA CIELO 1L,2,2.5,5,Efectivo,Efectivo,MIGRACION_BASE
2742,2026-01-09,121,AGUA SAN LUIS 600ML,1,1.5,1.5,Efectivo,Efectivo,MIGRACION_BASE
2741,2026-01-09,120,AGUA SAN LUIS 2.5L,4,4,16,Efectivo,Efectivo,MIGRACION_BASE
2740,2026-01-09,119,INKA 600 ML,1,3.5,3.5,Efectivo,Efectivo,MIGRACION_BASE
2739,2026-01-09,118,COCA 600 ML,2,3.5,7,Efectivo,Efectivo,MIGRACION_BASE
2738,2026-01-09,116,COCA COLA  3L. UNI,2,13,26,Efectivo,Efectivo,MIGRACION_BASE
2737,2026-01-09,115,COCA COLA 2.5L UNI,5,10,50,Efectivo,Efectivo,MIGRACION_BASE
2736,2026-01-09,114,JUGO WATTS UNI 1l,1,6.5,6.5,Efectivo,Efectivo,MIGRACION_BASE
2735,2026-01-09,113,JUGO GLORIA UNI 1L,3,6,18,Efectivo,Efectivo,MIGRACION_BASE
2734,2026-01-09,111,TRES CRUCES UNI,13,4.5,58.5,Efectivo,Efectivo,MIGRACION_BASE
2733,2026-01-09,103,CUSQUEÑA LATASA TRIGO,18,6,108,Efectivo,Efectivo,MIGRACION_BASE
2732,2026-01-09,102,PILSEN LATA 325ML PEQUEÑA,6,5,30,Efectivo,Efectivo,MIGRACION_BASE
2731,2026-01-09,101,PILSEN LATASA UNIDAD,12,6,72,Efectivo,Efectivo,MIGRACION_BASE
2730,2026-01-09,99,TABERNERO SOUR,1,21,21,Efectivo,Efectivo,MIGRACION_BASE
2729,2026-01-09,98,MIKES UNI,11,6.5,71.5,Efectivo,Efectivo,MIGRACION_BASE
2728,2026-01-09,97,FOUR LOKO UNI,3,12,36,Efectivo,Efectivo,MIGRACION_BASE
2727,2026-01-09,94,MONSTER,2,9,18,Efectivo,Efectivo,MIGRACION_BASE
2726,2026-01-09,73,SMIRNOFF LATA,1,8.5,8.5,Efectivo,Efectivo,MIGRACION_BASE
2725,2026-01-09,47,FLOR DE CAÑA 4 AÑOS 750 ML,2,40,80,Efectivo,Efectivo,MIGRACION_BASE
2724,2026-01-09,40,CARTAVIO SELECTO 750ML,1,32,32,Efectivo,Efectivo,MIGRACION_BASE
2723,2026-01-09,37,CARTAVIO CHATA 250 ML,1,12,12,Efectivo,Efectivo,MIGRACION_BASE
2722,2026-01-09,36,CARTAVIO PETACA 125ML,1,6.5,6.5,Efectivo,Efectivo,MIGRACION_BASE
2721,2026-01-09,29,SOMETHING SPECIAL,1,51,51,Efectivo,Efectivo,MIGRACION_BASE
2720,2026-01-09,12,Vino Cuneo 750 ml,1,12,12,Efectivo,Efectivo,MIGRACION_BASE
2719,2026-01-09,4,Vino Queirolo rose,2,19,38,Efectivo,Efectivo,MIGRACION_BASE
2718,2026-01-09,2,vino hacienda abuelo rose,2,20,40,Efectivo,Efectivo,MIGRACION_BASE
2717,2026-01-08,150,CIGARROS GOLDEN CAJAS (- 2uni),1,4,4,Efectivo,Efectivo,MIGRACION_BASE
2716,2026-01-08,149,CIGARROS ESSE (UNIDAD),2,15,30,Efectivo,Efectivo,MIGRACION_BASE
2715,2026-01-08,148,CIGARROS PALL MAL (UNIDAD),2,17,34,Efectivo,Efectivo,MIGRACION_BASE
2714,2026-01-08,146,CIGARROS LUCKY 20 UNI (UNIDAD),26,26,676,Efectivo,Efectivo,MIGRACION_BASE
2713,2026-01-08,145,CIGARROS LUCKY 10 UNI (CAJAS),2,14,28,Efectivo,Efectivo,MIGRACION_BASE
2712,2026-01-08,144,HIELO,4,5,20,Efectivo,Efectivo,MIGRACION_BASE
2711,2026-01-08,138,TRIDENT,1,1.5,1.5,Efectivo,Efectivo,MIGRACION_BASE
2710,2026-01-08,137,PIQUEO,1,2.5,2.5,Efectivo,Efectivo,MIGRACION_BASE
2709,2026-01-08,132,"GUARANA 2,5L",1,6,6,Efectivo,Efectivo,MIGRACION_BASE
2708,2026-01-08,131,PEPSI 2L,1,8,8,Efectivo,Efectivo,MIGRACION_BASE
2707,2026-01-08,130,SPRITE 2.5L,2,8,16,Efectivo,Efectivo,MIGRACION_BASE
2706,2026-01-08,128,GINGER EVERVESS,1,6.5,6.5,Efectivo,Efectivo,MIGRACION_BASE
2705,2026-01-08,126,AGUA SOCOSANI 1.5L,1,4,4,Efectivo,Efectivo,MIGRACION_BASE
2704,2026-01-08,125,AGUA SOCOSANI 600 ML,1,2,2,Efectivo,Efectivo,MIGRACION_BASE
2703,2026-01-08,123,"AGUA CIELO 2,5L",1,4,4,Efectivo,Efectivo,MIGRACION_BASE
2702,2026-01-08,121,AGUA SAN LUIS 600ML,1,1.5,1.5,Efectivo,Efectivo,MIGRACION_BASE
2701,2026-01-08,119,INKA 600 ML,1,3.5,3.5,Efectivo,Efectivo,MIGRACION_BASE
2700,2026-01-08,101,PILSEN LATASA UNIDAD,12,6,72,Efectivo,Efectivo,MIGRACION_BASE
2699,2026-01-08,98,MIKES UNI,10,6.5,65,Efectivo,Efectivo,MIGRACION_BASE
2698,2026-01-08,97,FOUR LOKO UNI,10,12,120,Efectivo,Efectivo,MIGRACION_BASE
2697,2026-01-08,81,RUSSKAYA PINK 1L,1,31,31,Efectivo,Efectivo,MIGRACION_BASE
2696,2026-01-08,65,PISCO CUATRO GALLOS QUEBRANTA,1,46,46,Efectivo,Efectivo,MIGRACION_BASE
2695,2026-01-08,58,TEQUILA 1800 DORADO,1,96,96,Efectivo,Efectivo,MIGRACION_BASE
2694,2026-01-08,47,FLOR DE CAÑA 4 AÑOS 750 ML,1,40,40,Efectivo,Efectivo,MIGRACION_BASE
2693,2026-01-08,32,OLD TIMES ROJO 750 ML,1,25,25,Efectivo,Efectivo,MIGRACION_BASE
2692,2026-01-08,27,JACK DANIELS ROJO,1,89,89,Efectivo,Efectivo,MIGRACION_BASE
2691,2026-01-08,8,Vino Tabernero rose,4,20,80,Efectivo,Efectivo,MIGRACION_BASE
2690,2026-01-08,1,Vino Señorio Najar,1,20,20,Efectivo,Efectivo,MIGRACION_BASE
2689,2026-01-07,151,ENCENDEDOR,1,1,1,Efectivo,Efectivo,MIGRACION_BASE
2688,2026-01-07,150,CIGARROS GOLDEN CAJAS (- 2uni),3,4,12,Efectivo,Efectivo,MIGRACION_BASE
2687,2026-01-07,149,CIGARROS ESSE (UNIDAD),4,15,60,Efectivo,Efectivo,MIGRACION_BASE
2686,2026-01-07,147,MARLBORO CANELA,2,26,52,Efectivo,Efectivo,MIGRACION_BASE
2685,2026-01-07,146,CIGARROS LUCKY 20 UNI (UNIDAD),5,26,130,Efectivo,Efectivo,MIGRACION_BASE
2684,2026-01-07,142,CERVEZA CUZQUEÑA TRIGO620ML CAJ,3,8,24,Efectivo,Efectivo,MIGRACION_BASE
2683,2026-01-07,140,CERVEZA PILSEN 620ML CA,6,7,42,Efectivo,Efectivo,MIGRACION_BASE
2682,2026-01-07,137,PIQUEO,1,2.5,2.5,Efectivo,Efectivo,MIGRACION_BASE
2681,2026-01-07,130,SPRITE 2.5L,3,8,24,Efectivo,Efectivo,MIGRACION_BASE
2680,2026-01-07,128,GINGER EVERVESS,1,6.5,6.5,Efectivo,Efectivo,MIGRACION_BASE
2679,2026-01-07,122,AGUA CIELO 1L,1,2.5,2.5,Efectivo,Efectivo,MIGRACION_BASE
2678,2026-01-07,121,AGUA SAN LUIS 600ML,1,1.5,1.5,Efectivo,Efectivo,MIGRACION_BASE
2677,2026-01-07,119,INKA 600 ML,3,3.5,10.5,Efectivo,Efectivo,MIGRACION_BASE
2676,2026-01-07,117,COCA COLA 1L,1,5.5,5.5,Efectivo,Efectivo,MIGRACION_BASE
2675,2026-01-07,115,COCA COLA 2.5L UNI,2,10,20,Efectivo,Efectivo,MIGRACION_BASE
2674,2026-01-07,113,JUGO GLORIA UNI 1L,3,6,18,Efectivo,Efectivo,MIGRACION_BASE
2673,2026-01-07,98,MIKES UNI,7,6.5,45.5,Efectivo,Efectivo,MIGRACION_BASE
2672,2026-01-07,97,FOUR LOKO UNI,2,12,24,Efectivo,Efectivo,MIGRACION_BASE
2671,2026-01-07,96,SPARK,10,0,0,Efectivo,Efectivo,MIGRACION_BASE
2670,2026-01-07,80,RUSSKAYA NEUTRO 750ML,1,27,27,Efectivo,Efectivo,MIGRACION_BASE
2669,2026-01-07,79,RUSSKAYA NEUTRO 1L,1,30,30,Efectivo,Efectivo,MIGRACION_BASE
2668,2026-01-07,75,SMIRNOFF MANZANA,2,38,76,Efectivo,Efectivo,MIGRACION_BASE
2667,2026-01-07,54,TEQUILA JOSE CUERVO DORADO,1,62,62,Efectivo,Efectivo,MIGRACION_BASE
2666,2026-01-07,53,MEDELLIN 750 ML,1,35,35,Efectivo,Efectivo,MIGRACION_BASE
2665,2026-01-07,35,CARTAVIO BLACK 750 ML,1,27,27,Efectivo,Efectivo,MIGRACION_BASE
2664,2026-01-07,29,SOMETHING SPECIAL,1,51,51,Efectivo,Efectivo,MIGRACION_BASE
2663,2026-01-05,151,ENCENDEDOR,1,1,1,Efectivo,Efectivo,MIGRACION_BASE
2662,2026-01-05,150,CIGARROS GOLDEN CAJAS (- 2uni),6,4,24,Efectivo,Efectivo,MIGRACION_BASE
2661,2026-01-05,148,CIGARROS PALL MAL (UNIDAD),7,17,119,Efectivo,Efectivo,MIGRACION_BASE
2660,2026-01-05,147,MARLBORO CANELA,1,26,26,Efectivo,Efectivo,MIGRACION_BASE
2659,2026-01-05,146,CIGARROS LUCKY 20 UNI (UNIDAD),18,26,468,Efectivo,Efectivo,MIGRACION_BASE
2658,2026-01-05,144,HIELO,2,5,10,Efectivo,Efectivo,MIGRACION_BASE
2657,2026-01-05,141,CERVEZA AREQUIPEÑA 620ML CAJ,6,7,42,Efectivo,Efectivo,MIGRACION_BASE
2656,2026-01-05,139,HALLS,1,1.5,1.5,Efectivo,Efectivo,MIGRACION_BASE
2655,2026-01-05,138,TRIDENT,1,1.5,1.5,Efectivo,Efectivo,MIGRACION_BASE
2654,2026-01-05,134,GATORADE,1,2.5,2.5,Efectivo,Efectivo,MIGRACION_BASE
2653,2026-01-05,133,GUARANA 3L,2,9,18,Efectivo,Efectivo,MIGRACION_BASE
2652,2026-01-05,130,SPRITE 2.5L,1,8,8,Efectivo,Efectivo,MIGRACION_BASE
2651,2026-01-05,124,AGUA CIELO 600 ML,3,1.5,4.5,Efectivo,Efectivo,MIGRACION_BASE
2650,2026-01-05,122,AGUA CIELO 1L,1,2.5,2.5,Efectivo,Efectivo,MIGRACION_BASE
2649,2026-01-05,121,AGUA SAN LUIS 600ML,2,1.5,3,Efectivo,Efectivo,MIGRACION_BASE
2648,2026-01-05,120,AGUA SAN LUIS 2.5L,1,4,4,Efectivo,Efectivo,MIGRACION_BASE
2647,2026-01-05,117,COCA COLA 1L,1,5.5,5.5,Efectivo,Efectivo,MIGRACION_BASE
2646,2026-01-05,111,TRES CRUCES UNI,24,4.5,108,Efectivo,Efectivo,MIGRACION_BASE
2645,2026-01-05,101,PILSEN LATASA UNIDAD,3,6,18,Efectivo,Efectivo,MIGRACION_BASE
2644,2026-01-05,97,FOUR LOKO UNI,3,12,36,Efectivo,Efectivo,MIGRACION_BASE
2643,2026-01-05,93,RED BULL,1,9,9,Efectivo,Efectivo,MIGRACION_BASE
2642,2026-01-05,90,JAGER 700ML,1,0,0,Efectivo,Efectivo,MIGRACION_BASE
2641,2026-01-05,80,RUSSKAYA NEUTRO 750ML,1,27,27,Efectivo,Efectivo,MIGRACION_BASE
2640,2026-01-05,75,SMIRNOFF MANZANA,1,38,38,Efectivo,Efectivo,MIGRACION_BASE
2639,2026-01-05,74,SMIRNOFF NEUTRO,2,35,70,Efectivo,Efectivo,MIGRACION_BASE
2638,2026-01-05,37,CARTAVIO CHATA 250 ML,2,12,24,Efectivo,Efectivo,MIGRACION_BASE
